Date,Site ID,Call Setup Success Rate ,CSFB Preparation Success Rate,DL Traffic In GB,UL Traffic In GB,Total Traffic in GB,Average User Throughput in DownLink In Mbps,Average User Throughput in UpLink In Mbps,Average DL PDCP Throughput In Mbps,Average UL PDCP Throughput In Mbps,PS Drop Call Rate,Average Number of Users in a Cell,Intra Frequency HOSR,Inter Frequency HOSR,Cell_Availability,DL BLER ,DL PRB Utilization ,UL PRB Utilization 
21-11-2025,Site_4,99.80490071,99.87926351,459.4782182,69.25016344,528.7283816,11.06490573,0.695013437,13.07006188,1.763535367,0.114541075,13.03213252,98.95012529,98.99913685,100,7.143666805,31.70364051,14.24610085
21-11-2025,Site_3,99.79528147,99.87428571,590.831445,79.08063114,669.9120761,15.12115345,0.543774641,12.99907372,1.48222935,0.14110655,12.50659336,99.3943123,99.6544845,100,8.044704545,28.22471582,14.9264749
21-11-2025,Site_1,99.73853715,99.99064721,785.911248,103.8918813,889.8031293,13.57662622,0.402036737,12.79887495,1.37218939,0.151697082,16.60699846,98.78666884,99.68089387,100,8.547882009,32.12374793,18.26923365
22-11-2025,Site_4,99.74936632,98.70752554,455.6268065,66.58018959,522.2069961,9.215273572,0.513812103,13.57861848,1.692284804,0.156387135,14.48413753,98.75666537,99.20811406,99.8591821,6.974542468,33.04460129,15.68987125
22-11-2025,Site_3,99.76089598,99.88331389,551.6387317,79.04910719,630.6878389,16.27408636,0.434806553,12.26517074,1.414156993,0.178468146,13.19371614,99.35686148,99.20348733,99.94552469,7.81793527,25.82697395,16.0493317
22-11-2025,Site_5,97.98847107,99.83995344,344.5694542,62.50683808,407.0762923,18.43298897,1.109799933,13.25529266,1.7924454,3.005414081,22.6169946,98.43557019,99.69148223,100,6.210631248,24.54577412,11.43211132
22-11-2025,Site_2,99.85206779,99.90880535,738.6161032,100.8518056,839.4679087,18.16256858,0.488160609,13.65061752,1.537763091,0.126963878,16.04959491,98.91935728,99.59257263,100,6.72744987,27.76580152,15.63920561
22-11-2025,Site_1,99.60506023,99.95106834,755.7684411,98.67363942,854.4420805,13.4292394,0.279582878,12.3009872,1.209607778,0.23400128,17.31959877,98.63334725,99.40971481,99.95856481,8.420480281,29.8791028,18.77205402
23-11-2025,Site_4,99.71823264,99.61844197,449.2294395,66.47520733,515.7046468,10.3529414,0.613862799,13.11869491,1.690373706,0.170787865,12.93282215,98.58190213,99.21411707,100,7.169474469,32.42768491,14.71700164
23-11-2025,Site_1,99.77538245,99.94204019,737.1266251,99.67596507,836.8025901,13.23460937,0.435738333,12.70281902,1.376929569,0.135175764,15.88561343,98.9173241,99.62650929,100,7.869617437,28.97498135,18.58399717
23-11-2025,Site_3,99.81154249,99.91010226,619.3704753,78.1499387,697.520414,16.19639083,0.453531879,12.97196688,1.360409106,0.120427987,13.15290509,99.25652326,99.49871398,100,7.968474182,27.62442495,15.5648147
23-11-2025,Site_5,98.46945188,99.9448428,381.4398031,70.74567008,452.1854732,17.65852813,1.046194832,13.6186727,2.016694338,2.545736985,23.83599537,98.85778609,99.6778043,100,6.213307347,27.06044029,12.96542359
23-11-2025,Site_2,99.88770017,99.96307238,753.3005617,95.32363534,848.624197,17.62971896,0.443268895,14.60755247,1.599703244,0.102755916,15.33931327,98.96084651,99.72146185,100,6.89141574,29.19586547,15.49302185
24-11-2025,Site_3,99.80820421,99.83568075,612.6314253,81.80750191,694.4389272,17.28178708,0.553538077,13.44503299,1.511751056,0.116255081,12.42117284,99.22318142,99.61928648,100,8.046508858,28.23199277,15.57928096
